2021-04-03 02:59:42	INFO	New session initiated
2021-04-03 02:59:42	DEBUG	stateSize = 9
2021-04-03 02:59:42	INFO	GOD inititated
2021-04-03 02:59:42	INFO	Action space: tensor([-12.5000, -10.0000,  -7.5000,  -5.0000,  -2.5000,   0.0000,   2.5000,
          5.0000,   7.5000,  10.0000,  12.5000])
2021-04-03 02:59:42	INFO	Environment inititated
2021-04-03 02:59:42	DEBUG	Boss00 created
2021-04-03 02:59:42	INFO	Environment parsed, Boss inititated
2021-04-03 02:59:42	DEBUG	BOSS 00 training started inside BOSS
2021-04-03 02:59:42	INFO	Starting state=tensor([0.8654, 0.0802, 0.9131, 0.6536, 0.6826, 0.8118, 0.6515, 0.5971, 0.7610])
2021-04-03 02:59:42	DEBUG	Policy result = tensor([0.0991, 0.0884, 0.0877, 0.0833, 0.1061, 0.0838, 0.0926, 0.0921, 0.0933,
        0.0919, 0.0818], grad_fn=<SoftmaxBackward>)
2021-04-03 02:59:42	INFO	BOSS 00,  Step Done
2021-04-03 02:59:42	DEBUG	Action = 4
2021-04-03 02:59:42	DEBUG	Policy result = tensor([0.0972, 0.0904, 0.0871, 0.0844, 0.1059, 0.0844, 0.0912, 0.0907, 0.0918,
        0.0946, 0.0823], grad_fn=<SoftmaxBackward>)
2021-04-03 02:59:42	INFO	BOSS 00,  Step Done
2021-04-03 02:59:42	DEBUG	Action = 0
2021-04-03 02:59:42	DEBUG	Policy result = tensor([0.1022, 0.0867, 0.0848, 0.0803, 0.1054, 0.0836, 0.1003, 0.0910, 0.0982,
        0.0893, 0.0782], grad_fn=<SoftmaxBackward>)
2021-04-03 02:59:42	INFO	BOSS 00,  Step Done
2021-04-03 02:59:42	DEBUG	Action = 7
2021-04-03 02:59:42	DEBUG	Policy result = tensor([0.1022, 0.0870, 0.0862, 0.0826, 0.1047, 0.0847, 0.0968, 0.0914, 0.0959,
        0.0895, 0.0791], grad_fn=<SoftmaxBackward>)
2021-04-03 02:59:42	INFO	BOSS 00,  Step Done
2021-04-03 02:59:42	DEBUG	Action = 1
2021-04-03 02:59:42	DEBUG	Policy result = tensor([0.1025, 0.0846, 0.0859, 0.0851, 0.0973, 0.0834, 0.1018, 0.0903, 0.0984,
